"Front","Back","Tags","Deck","Source","ReviewCycle","NoteType","Extra"
"亲核体与亲电体 的关键结论有哪些？","4.1 与 Lewis 酸碱的对应
 |  概念  |  Lewis 体系  |  极性反应体系  | 
 | --- | --- | --- | 
 |  给电子者  |  Lewis 碱  |  亲核体  | 
 |  受电子者  |  Lewis 酸  |  亲电体  | 
 |  反应  |  加合  |  一般包括加合 + 离解  | 

4.2 与 HSAB 的关联
• 硬亲核：F⁻、OH⁻、NH₃ → 偏好硬亲电（H⁺、Mg²⁺）
• 软亲核：I⁻、S²⁻、PR₃ → 偏好软亲电（Hg²⁺、Pt²⁺）
• 在主族化学反应中至关重要——见 软硬酸碱理论

4.3 常见亲核体清单
 |  等级  |  实例  | 
 | --- | --- | 
 |  极强  |  \ce{R-^{(-)}}、\ce{R-Li}、\ce{HC≡C^-}、\ce{H^-}（NaH 中）  | 
 |  强  |  \ce{RO^-}、\ce{HO^-}、\ce{CN^-}、\ce{R2N^-}  | 
 |  中  |  \ce{ROH}、\ce{R2NH}、\ce{Cl^-}、\ce{Br^-}、\ce{I^-}  | 
 |  弱  |  \ce{H2O}、\ce{ROCH=CR2}（烯醇醚）、\ce{ArOH}  | 
 |  极弱  |  \ce{NO3^-}、\ce{ClO4^-}、\ce{ClF^-}  | 

4.4 常见亲电体清单
 |  类型  |  实例  | 
 | --- | --- | 
 |  质子酸  |  \ce{H^+}、\ce{H3O^+}、\ce{HCl}  | 
 |  Lewis 酸  |  \ce{BF3}、\ce{AlCl3}、$\ce{","有机化学 反应机理 亲核体与亲电体 rc_30d 化竞 有机反应机理","Chem::Core","[[亲核体与亲电体]]","30d","总结卡","亲核体（Nucleophile, Nu）
具有孤对电子或负电荷、能将电子对送给亲电中心的物种。本质上是 Lewis 碱。
• 富电子（电子密度高）
• 中性或带负电
• 具有可用的孤对/π 键"
"亲核体与亲电体 有哪些常见易错点？","• 把""带电子对""等同于""亲核""——某些极弱亲核体（如 NO₃⁻）虽带电荷但因高度共振稳定而失去亲核性
• 忽视""软硬""匹配——硬-硬、软-软更稳定（HSAB）
• 把碱性强 = 亲核性强（不一定）","有机化学 反应机理 亲核体与亲电体 rc_30d 化竞 有机反应机理","Chem::Core","[[亲核体与亲电体]]","30d","易错点卡","亲核体（Nucleophile, Nu）
具有孤对电子或负电荷、能将电子对送给亲电中心的物种。本质上是 Lewis 碱。
• 富电子（电子密度高）
• 中性或带负电
• 具有可用的孤对/π 键"
"什么是亲核加成？","亲核加成反应（Nucleophilic Addition, AdN）是指亲核试剂（Nucleophile, Nu⁻）进攻极性不饱和键（主要是 C=O 羰基、C=N、C≡N 等）中带部分正电的原子（碳），形成新的 σ 键，同时 π 键断裂的加成反应。","有机化学 具体反应 亲核加成 rc_30d 化竞 羰基化学","Chem::Core","[[亲核加成]]","30d","概念卡","关键结论：
• 醛比酮活泼：电子效应 + 空间位阻双重原因• 酸催化增强反应性：质子化羰基氧 → 羰基碳 δ⁺ 增大 → 弱亲核试剂（如 H₂O、ROH）也可反应• 碱催化适用于强亲核试剂：RMgX、RLi、CN⁻ 等直接进攻，无需预质子化• 四面体中间体是核心：所有亲核加成的关键中间体都是四面体醇盐• 可逆性是重要特征：缩醛/缩酮的形成、亚胺的形成都是可逆平衡"
"亲核加成 的关键结论有哪些？","• 醛比酮活泼：电子效应 + 空间位阻双重原因• 酸催化增强反应性：质子化羰基氧 → 羰基碳 δ⁺ 增大 → 弱亲核试剂（如 H₂O、ROH）也可反应• 碱催化适用于强亲核试剂：RMgX、RLi、CN⁻ 等直接进攻，无需预质子化• 四面体中间体是核心：所有亲核加成的关键中间体都是四面体醇盐• 可逆性是重要特征：缩醛/缩酮的形成、亚胺的形成都是可逆平衡","有机化学 具体反应 亲核加成 rc_30d 化竞 羰基化学","Chem::Core","[[亲核加成]]","30d","总结卡","亲核加成反应（Nucleophilic Addition, AdN）是指亲核试剂（Nucleophile, Nu⁻）进攻极性不饱和键（主要是 C=O 羰基、C=N、C≡N 等）中带部分正电的原子（碳），形成新的 σ 键，同时 π 键断裂的加成反应。"
"亲核加成 有哪些常见易错点？","|  错误  |  原因  |  纠正  |  课堂提问  | 
 | :--- | :--- | :--- | :--- | 
 |  ""缩醛和半缩醛一样稳定""  |  不了解二者区别  |  半缩醛不稳定（OH 和 OR 在同一碳上），缩醛稳定  |  半缩醛能分离提纯吗？  | 
 |  ""亲核加成不可逆""  |  以偏概全  |  很多亲核加成可逆（缩醛、亚胺、水合），只有强亲核试剂（RMgX）不可逆  |  缩醛保护基如何脱除？  | 
 |  ""1°胺和 2°胺加成产物相同""  |  不了解脱水差异  |  1°胺 → 亚胺（C=N）；2°胺 → 烯胺（C=C） |  仲胺与醛反应生成什么？  | 
 |  ""酰胺能发生典型亲核加成""  |  不了解酰胺的低反应性  |  酰胺的羰基因 N 的 +C 效应极不活泼，一般不发生亲核加成  |  为什么酰胺比酯不活泼？  | 
 |  ""Tollens 试剂可以氧化酮""  |  混淆醛和酮的氧化性  |  Tollens 只氧化醛（有 α-H 的醛），不氧化酮  |  哪些化合物能发生银镜反应？  |","有机化学 具体反应 亲核加成 rc_30d 化竞 羰基化学","Chem::Core","[[亲核加成]]","30d","易错点卡","亲核加成反应（Nucleophilic Addition, AdN）是指亲核试剂（Nucleophile, Nu⁻）进攻极性不饱和键（主要是 C=O 羰基、C=N、C≡N 等）中带部分正电的原子（碳），形成新的 σ 键，同时 π 键断裂的加成反应。"
"什么是亲核取代？","亲核取代反应（Nucleophilic Substitution, SN）是指亲核试剂（Nu:⁻）进攻带有离去基团（L）的底物，取代离去基团形成新键的反应。它是竞赛有机化学中最基础、最核心的反应类型之一，按机理分为 SN1（单分子亲核取代）和 SN2（双分子亲核取代）两大类。","有机化学 反应分类 亲核取代 rc_30d 化竞 基础要求 SN1","Chem::Core","[[亲核取代]]","30d","概念卡","关键结论：
• SN2 和 SN1 不是绝对二元——离子对效应使 SN1 表观保留 SN2 的反向偏好（翻转 > 保持）• 碳正离子稳定性是 SN1 的核心判据——不是离去基好坏（ABOC 反复强调）• 极性非质子溶剂是 SN2 的加速器——阳离子溶剂化 + 阴离子""裸露""• 邻基参与和反极化是 SN2 的""例外面孔""——产物构型可能保持而非翻转• SN/E 竞争看四个维度：底物级别、试剂亲核/碱性、溶剂极性、温度• 桥头碳 / 芳基 / 乙烯基底物不可走标准 SN1/SN2——需走其他机理（SNAr、金属催化等）"
"亲核取代 的关键结论有哪些？","• SN2 和 SN1 不是绝对二元——离子对效应使 SN1 表观保留 SN2 的反向偏好（翻转 > 保持）• 碳正离子稳定性是 SN1 的核心判据——不是离去基好坏（ABOC 反复强调）• 极性非质子溶剂是 SN2 的加速器——阳离子溶剂化 + 阴离子""裸露""• 邻基参与和反极化是 SN2 的""例外面孔""——产物构型可能保持而非翻转• SN/E 竞争看四个维度：底物级别、试剂亲核/碱性、溶剂极性、温度• 桥头碳 / 芳基 / 乙烯基底物不可走标准 SN1/SN2——需走其他机理（SNAr、金属催化等）","有机化学 反应分类 亲核取代 rc_30d 化竞 基础要求 SN1","Chem::Core","[[亲核取代]]","30d","总结卡","亲核取代反应（Nucleophilic Substitution, SN）是指亲核试剂（Nu:⁻）进攻带有离去基团（L）的底物，取代离去基团形成新键的反应。它是竞赛有机化学中最基础、最核心的反应类型之一，按机理分为 SN1（单分子亲核取代）和 SN2（双分子亲核取代）两大类。"
"亲核取代 有哪些常见易错点？","• [待补充]","有机化学 反应分类 亲核取代 rc_30d 化竞 基础要求 SN1","Chem::Core","[[亲核取代]]","30d","易错点卡","亲核取代反应（Nucleophilic Substitution, SN）是指亲核试剂（Nu:⁻）进攻带有离去基团（L）的底物，取代离去基团形成新键的反应。它是竞赛有机化学中最基础、最核心的反应类型之一，按机理分为 SN1（单分子亲核取代）和 SN2（双分子亲核取代）两大类。"
"什么是亲核性与碱性比较？","• 碱性（Basicity）：试剂提供电子对给质子（H⁺）的能力。是热力学概念，与酸的平衡常数相关（pKa）。• 亲核性（Nucleophilicity）：试剂提供电子对给缺电子碳（或其他电正性中心）的能力。是动力学概念，与反应速率相关。","有机化学 亲核取代 亲核性与碱性比较 rc_30d 化竞 亲核性 碱性 SN2","Chem::Core","[[亲核性与碱性比较]]","30d","概念卡",""
"什么是亲电加成？","亲电加成（Electrophilic Addition, AdE） 是指富电子不饱和键（烯烃、炔烃、共轭二烯）受缺电子亲电试剂（E⁺）进攻，发生 π 键断裂并形成两个新的 σ 键的反应。","有机化学 具体反应 亲电加成 rc_30d 化竞 烯烃","Chem::Core","[[亲电加成]]","30d","概念卡","关键结论：
• 马氏规则的本质是碳正离子稳定性：H⁺ 加在含 H 较多的碳上，生成更稳定的碳正离子• 反马氏的唯一常见途径是自由基加成（HBr/ROOR）或硼氢化，不是亲电加成• Br₂/CCl₄ 的 anti-加成是鎓离子机理的指纹特征：顺式烯烃 → 外消旋 dl 对；反式烯烃 → meso• HX 对共轭二烯可发生 1,2- 和 1,4-加成：低温动力学控制 → 1,2-；高温热力学控制 → 1,4-• 炔烃的亲电加成比烯烃慢：sp 碳的电负性高于 sp²，π 电子束缚更紧"
"亲电加成 的关键结论有哪些？","• 马氏规则的本质是碳正离子稳定性：H⁺ 加在含 H 较多的碳上，生成更稳定的碳正离子• 反马氏的唯一常见途径是自由基加成（HBr/ROOR）或硼氢化，不是亲电加成• Br₂/CCl₄ 的 anti-加成是鎓离子机理的指纹特征：顺式烯烃 → 外消旋 dl 对；反式烯烃 → meso• HX 对共轭二烯可发生 1,2- 和 1,4-加成：低温动力学控制 → 1,2-；高温热力学控制 → 1,4-• 炔烃的亲电加成比烯烃慢：sp 碳的电负性高于 sp²，π 电子束缚更紧","有机化学 具体反应 亲电加成 rc_30d 化竞 烯烃","Chem::Core","[[亲电加成]]","30d","总结卡","亲电加成（Electrophilic Addition, AdE） 是指富电子不饱和键（烯烃、炔烃、共轭二烯）受缺电子亲电试剂（E⁺）进攻，发生 π 键断裂并形成两个新的 σ 键的反应。"
"亲电加成 有哪些常见易错点？","|  错误  |  原因  |  纠正  |  课堂提问  | 
 | :--- | :--- | :--- | :--- | 
 |  忽略 HBr 对烯烃加成可能重排  |  只画一步碳正离子捕获  |  检查碳正离子是否为最稳定：若邻位有 1,2-迁移可能，必重排  |  什么条件下碳正离子中间体一定重排？  | 
 |  Br₂ 加成画成 syn  |  未理解鎓离子机理  |  Br₂ 加成 必为 anti（鎓离子背面进攻） |  顺-2-丁烯 + Br₂ 得外消旋还是内消旋？  | 
 |  把硼氢化当成亲电加成  |  机理混淆  |  硼氢化是 协同机理，B-H 同时加到双键两侧，四元环过渡态  |  硼氢化为什么既反马氏又 syn？  | 
 |  炔烃一分子 HX 加成产物画错  |  不知乙烯基碳正的特殊性  |  乙烯基碳正极不稳定，一分子 HX 加成后通常可停留；H 加在末端，X 加在中间  |  为什么炔烃与 HX 加成比烯烃慢？  | 
 |  共轭二烯加成只写一种产物  |  忽略温度对选择性的影响  |  低温 → 1,2-（动力学）；高温 → 1,4-（热力学） |  1,4-加成产物为什么更稳定？  |","有机化学 具体反应 亲电加成 rc_30d 化竞 烯烃","Chem::Core","[[亲电加成]]","30d","易错点卡","亲电加成（Electrophilic Addition, AdE） 是指富电子不饱和键（烯烃、炔烃、共轭二烯）受缺电子亲电试剂（E⁺）进攻，发生 π 键断裂并形成两个新的 σ 键的反应。"
"什么是休克尔规则？","休克尔规则（Hückel's Rule, 1931）：平面单环共轭分子若含有 4n+2 个 π 电子（n=0,1,2,\ldots），则该分子具有芳香性（aromaticity），表现为特殊的稳定性。","有机化学 结构基础 休克尔规则 rc_30d 化竞 芳香性","Chem::Core","[[休克尔规则]]","30d","概念卡","关键结论：
4.1 经典体系判断

 |  化合物  |  π 电子数  |  n 值  |  判断  |  说明  | 
 | :--- | :---: | :---: | :---: | :--- | 
 |  环丙烯正离子  |  2  |  0  |  ✅ 芳香  |  最小的芳香体系  | 
 |  苯  |  6  |  1  |  ✅ 芳香  |  原型芳香化合物  | 
 |  环戊二烯负离子  |  6  |  1  |  ✅ 芳香  |  6 个 π 电子，平面  | 
 |  环庚三烯正离子（䓬离子） |  6  |  1  |  ✅ 芳香  |  6 个 π 电子  | 
 |  环辛四烯二负离子  |  10  |  2  |  ✅ 芳香  |  平面，10 个 π 电子  | 
 |  [18]轮烯  |  18  |  4  |  ✅ 芳香  |  大环，足够空间容纳  | 
 |  环丁二烯  |  4  |  1  |  ❌ 反芳香  |  极不稳定  | 
 |  环戊二烯正离子  |  4  |  1  |  ❌ 反芳香  |  极不稳定  | 
 |  环辛四烯  |  8  |  2  |  ❌ 非芳香  |  折叠成盆形，避免反芳香性  | 
 |  [10]轮烯  |  10  |  2  |  ❌ 非芳香  |  环内氢排斥，无法共平面  | 

4.2 反芳香性（Antiaromaticity）• 定义：平面环状共轭体系含 4n 个 π 电子时，因存在半充满简并轨道而极不稳定• 表现：比对应的非共轭体系能量更高（去稳定化）• 例子：环丁二烯、环戊二烯正离子、平面环辛四烯• 规避策略：体系通过折叠（如环辛四烯成盆形）、避免平面来""逃避""反芳香性

4.3 非芳香性（Non-aromaticity）• 定义：不满足芳香性也不满足反芳香性的体系• 原因：非平面、非环状、或不连续共轭• 例子：[10]轮烯（非平面）、开链多烯"
"休克尔规则 的关键结论有哪些？","4.1 经典体系判断

 |  化合物  |  π 电子数  |  n 值  |  判断  |  说明  | 
 | :--- | :---: | :---: | :---: | :--- | 
 |  环丙烯正离子  |  2  |  0  |  ✅ 芳香  |  最小的芳香体系  | 
 |  苯  |  6  |  1  |  ✅ 芳香  |  原型芳香化合物  | 
 |  环戊二烯负离子  |  6  |  1  |  ✅ 芳香  |  6 个 π 电子，平面  | 
 |  环庚三烯正离子（䓬离子） |  6  |  1  |  ✅ 芳香  |  6 个 π 电子  | 
 |  环辛四烯二负离子  |  10  |  2  |  ✅ 芳香  |  平面，10 个 π 电子  | 
 |  [18]轮烯  |  18  |  4  |  ✅ 芳香  |  大环，足够空间容纳  | 
 |  环丁二烯  |  4  |  1  |  ❌ 反芳香  |  极不稳定  | 
 |  环戊二烯正离子  |  4  |  1  |  ❌ 反芳香  |  极不稳定  | 
 |  环辛四烯  |  8  |  2  |  ❌ 非芳香  |  折叠成盆形，避免反芳香性  | 
 |  [10]轮烯  |  10  |  2  |  ❌ 非芳香  |  环内氢排斥，无法共平面  | 

4.2 反芳香性（Antiaromaticity）• 定义：平面环状共轭体系含 4n 个 π 电子时，因存在半充满简并轨道而极不稳定• 表现：比对应的非共轭体系能量更高（去稳定化）• 例子：环丁二烯、环戊二烯正离子、平面环辛四烯• 规避策略：体系通过折叠（如环辛四烯成盆形）、避免平面来""逃避""反芳香性

4.3 非芳香性（Non-aromaticity）• 定义：不满足芳香性也不满足反芳香性的体系• 原因：非平面、非环状、或不连续共轭• 例子：[10]轮烯（非平面）、开链多烯","有机化学 结构基础 休克尔规则 rc_30d 化竞 芳香性","Chem::Core","[[休克尔规则]]","30d","总结卡","休克尔规则（Hückel's Rule, 1931）：平面单环共轭分子若含有 4n+2 个 π 电子（n=0,1,2,\ldots），则该分子具有芳香性（aromaticity），表现为特殊的稳定性。"
"休克尔规则 有哪些常见易错点？","|  错误  |  原因  |  纠正  |  课堂提问  | 
 | :--- | :--- | :--- | :--- | 
 |  ""有苯环就是芳香性""  |  只看结构  |  必须满足四个要件：环状、平面、连续共轭、4n+2 πe  |  环辛四烯有共轭双键，为什么不是芳香性？  | 
 |  ""4n 电子一定不稳定""  |  忽略非平面情况  |  4n 电子体系可通过折叠规避反芳香性（如环辛四烯盆形） |  环辛四烯为什么是""非芳香""而非""反芳香""？  | 
 |  ""杂原子总是提供 2e""  |  未区分 p 轨道/sp² 轨道孤对  |  看孤对电子的轨道取向：p 轨道 → 2e；sp² 轨道 → 1e  |  吡咯和吡啶的 N 各贡献几个 π 电子？为什么？  | 
 |  ""轮烯越大越芳香""  |  忽略平面性要求  |  大轮烯需足够空间保持平面；[10]轮烯因环内 H 排斥而折叠  |  [10]轮烯有 10 个 π 电子，为什么不芳香？  | 
 |  ""反芳香性就是不稳定""  |  概念混淆  |  反芳香性是比非共轭参考态更不稳定；非芳香性是接近参考态  |  反芳香性和非芳香性有何本质区别？  |","有机化学 结构基础 休克尔规则 rc_30d 化竞 芳香性","Chem::Core","[[休克尔规则]]","30d","易错点卡","休克尔规则（Hückel's Rule, 1931）：平面单环共轭分子若含有 4n+2 个 π 电子（n=0,1,2,\ldots），则该分子具有芳香性（aromaticity），表现为特殊的稳定性。"
"什么是优先离域原则？","优先离域原则：当一个分子中有多个潜在的给体-受体相互作用时，电负性小的原子上的孤对电子能量更高，需要优先被离域。","有机化学 反应机理 优先离域原则 rc_30d 化竞 立体电子效应 给体-受体相互作用 离域","Chem::Core","[[优先离域原则]]","30d","概念卡","关键结论：
• 电负性小的原子上的孤对电子优先离域——N > O > F
• LiAlH₄ 还原内酯开环、内酰胺不开环——优先离域原则的经典证据
• 胺的碱性 > 醇 > 酸——N 的孤对电子能量最高，最易接受质子
• 优先离域原则可预测反应选择性——哪个孤对电子先参与反应
• 是给体-受体相互作用框架的自然推论——不是独立的新规则"
"优先离域原则 的关键结论有哪些？","• 电负性小的原子上的孤对电子优先离域——N > O > F
• LiAlH₄ 还原内酯开环、内酰胺不开环——优先离域原则的经典证据
• 胺的碱性 > 醇 > 酸——N 的孤对电子能量最高，最易接受质子
• 优先离域原则可预测反应选择性——哪个孤对电子先参与反应
• 是给体-受体相互作用框架的自然推论——不是独立的新规则","有机化学 反应机理 优先离域原则 rc_30d 化竞 立体电子效应 给体-受体相互作用 离域","Chem::Core","[[优先离域原则]]","30d","总结卡","优先离域原则：当一个分子中有多个潜在的给体-受体相互作用时，电负性小的原子上的孤对电子能量更高，需要优先被离域。"
"优先离域原则 有哪些常见易错点？","• ❌ 把优先离域当成独立规则 → 它是给体-受体相互作用的推论
• ❌ 忽略几何要求 → 优先离域也需要反式共平面
• ❌ 混淆孤对电子和 σ 键给体 → 两者遵循不同的排序规则
• ❌ 认为电负性大就优先离域 → 恰恰相反，电负性小的优先","有机化学 反应机理 优先离域原则 rc_30d 化竞 立体电子效应 给体-受体相互作用 离域","Chem::Core","[[优先离域原则]]","30d","易错点卡","优先离域原则：当一个分子中有多个潜在的给体-受体相互作用时，电负性小的原子上的孤对电子能量更高，需要优先被离域。"
"什么是位阻效应？","位阻效应（Steric Effect / Steric Hindrance）：由于原子或基团在空间上占据一定体积，导致分子内或分子间产生空间排斥，从而影响分子的构象、反应活性和选择性的现象。","有机化学 有机物结构的稳定性 位阻效应 rc_30d 化竞 基础要求 位阻 立体效应","Chem::Core","[[位阻效应]]","30d","概念卡",""
"什么是保护基化学？","保护基是指在多步有机合成中，为了选择性地在某一步反应中保护特定官能团而临时引入的化学基团。该官能团在后续反应中不参与反应，待需要时再脱除（deprotection），恢复原始官能团。","有机化学 具体反应 保护基化学 rc_30d 化竞 有机合成","Chem::Core","[[保护基策略]]","30d","概念卡","关键结论：
• 保护基是有机合成中的""战术工具""：好的合成路线需要合理设计保护-去保护的时机• 保护基的引入和脱除都应计入总产率：每多一步保护/去保护，总产率乘以该步产率• ""正交""是保护基设计的最高境界：不同保护基在不同条件下脱除，实现复杂分子的精准操作• 硅醚是现代合成中最常用的羟基保护基：TBS（叔丁基二甲基硅基）因稳定性适中、易脱除而广受欢迎• 氨基甲酸酯（Boc/Cbz/Fmoc）是多肽合成的核心：三者分别用酸/氢解/碱脱除，形成经典正交组合"
"保护基化学 的关键结论有哪些？","• 保护基是有机合成中的""战术工具""：好的合成路线需要合理设计保护-去保护的时机• 保护基的引入和脱除都应计入总产率：每多一步保护/去保护，总产率乘以该步产率• ""正交""是保护基设计的最高境界：不同保护基在不同条件下脱除，实现复杂分子的精准操作• 硅醚是现代合成中最常用的羟基保护基：TBS（叔丁基二甲基硅基）因稳定性适中、易脱除而广受欢迎• 氨基甲酸酯（Boc/Cbz/Fmoc）是多肽合成的核心：三者分别用酸/氢解/碱脱除，形成经典正交组合","有机化学 具体反应 保护基化学 rc_30d 化竞 有机合成","Chem::Core","[[保护基策略]]","30d","总结卡","保护基是指在多步有机合成中，为了选择性地在某一步反应中保护特定官能团而临时引入的化学基团。该官能团在后续反应中不参与反应，待需要时再脱除（deprotection），恢复原始官能团。"
"保护基化学 有哪些常见易错点？","|  错误  |  原因  |  纠正  |  课堂提问  | 
 | :--- | :--- | :--- | :--- | 
 |  ""保护基不影响反应性""  |  忽略电子效应  |  保护基本身有电子效应（如 Boc 是吸电子的） |  Boc 保护后的胺比游离胺亲核性如何？  | 
 |  ""所有硅醚都稳定""  |  忽略 TMS 的不稳定性  |  TMS 醚极不稳定，常在色谱或微量酸中分解  |  为什么 TMS 不用于长期保护？  | 
 |  ""Cbz 和 Bn 脱除条件相同""  |  混淆保护基  |  Cbz（氨基甲酸酯）和 Bn（醚）都可用 H₂/Pd 脱除，但机理不同  |  Cbz 和 Bn 都能氢解脱除，它们正交吗？  | 
 |  ""缩醛对酸稳定""  |  记忆错误  |  缩醛对酸极不稳定，是专门用酸脱除的  |  缩醛保护基用什么条件脱除？  | 
 |  ""保护基越多越好""  |  忽视产率损失  |  每步保护/去保护都降低总产率；好的合成应最小化保护基使用  |  为什么全合成中追求""最少保护基步骤""？  |","有机化学 具体反应 保护基化学 rc_30d 化竞 有机合成","Chem::Core","[[保护基策略]]","30d","易错点卡","保护基是指在多步有机合成中，为了选择性地在某一步反应中保护特定官能团而临时引入的化学基团。该官能团在后续反应中不参与反应，待需要时再脱除（deprotection），恢复原始官能团。"
"什么是保护基策略？","保护基策略（Protecting Group Strategy）：在多步有机合成中，暂时将某个活泼官能团转化为惰性形式，以防止其在后续反应中被破坏或干扰，待需要时再将其恢复的反应设计策略。","有机化学 有机合成 保护基策略 rc_30d 化竞 保护基 全合成","Chem::Core","[[保护基策略]]","30d","概念卡","关键结论：
• TBS 硅醚是最常用的羟基保护基——引入/脱除都温和，对大多数反应条件稳定• 苄基醚通过氢解脱除——与硅醚（氟脱除）正交• Boc/Cbz/Fmoc 是氨基保护的三大支柱——分别对应酸/氢解/碱脱除• 缩醛是羰基保护的经典选择——酸敏感，与碱稳定条件正交• 保护基选择的核心是""正交性""——确保各步脱除不互相干扰"
"保护基策略 的关键结论有哪些？","• TBS 硅醚是最常用的羟基保护基——引入/脱除都温和，对大多数反应条件稳定• 苄基醚通过氢解脱除——与硅醚（氟脱除）正交• Boc/Cbz/Fmoc 是氨基保护的三大支柱——分别对应酸/氢解/碱脱除• 缩醛是羰基保护的经典选择——酸敏感，与碱稳定条件正交• 保护基选择的核心是""正交性""——确保各步脱除不互相干扰","有机化学 有机合成 保护基策略 rc_30d 化竞 保护基 全合成","Chem::Core","[[保护基策略]]","30d","总结卡","保护基策略（Protecting Group Strategy）：在多步有机合成中，暂时将某个活泼官能团转化为惰性形式，以防止其在后续反应中被破坏或干扰，待需要时再将其恢复的反应设计策略。"
"保护基策略 有哪些常见易错点？","• ❌ 保护基选择不考虑后续反应条件 → 必须预判所有后续步骤的条件• ❌ 混淆脱除条件 → TBS 用 TBAF，Bn 用 H₂/Pd，Boc 用 TFA• ❌ 忽略正交性 → 两个保护基不能用同一种条件脱除• ❌ 过度保护 → 能用选择性反应解决时，不必引入保护基","有机化学 有机合成 保护基策略 rc_30d 化竞 保护基 全合成","Chem::Core","[[保护基策略]]","30d","易错点卡","保护基策略（Protecting Group Strategy）：在多步有机合成中，暂时将某个活泼官能团转化为惰性形式，以防止其在后续反应中被破坏或干扰，待需要时再将其恢复的反应设计策略。"
"什么是光氧化还原催化？","光氧化还原催化：利用可见光激发的光催化剂（如 Ru(bpy)₃²⁺、Ir(ppy)₃ 等）通过单电子转移（SET）引发或促进有机反应的催化方法。反应中光催化剂吸收光子进入激发态，随后与底物发生电子转移，生成自由基或自由基离子中间体。","有机化学 光化学 光氧化还原催化 rc_30d 化竞 光氧化还原 光催化 单电子转移","Chem::Core","[[光氧化还原催化]]","30d","概念卡","关键结论：
• 光氧化还原 = 可见光 + 光催化剂 + SET
• 还原淬灭产生 PC•⁻（强还原剂），氧化淬灭产生 PC•⁺（强氧化剂）
• Ru(bpy)₃²⁺ 和 Ir(ppy)₃ 是最常用的两种光催化剂
• 双催化是光氧化还原的前沿方向：光催化 + 金属/有机催化协同
• 识别标志：反应条件中出现 hv + Ru/Ir/曙红Y → 立刻想到 SET 机理

---"
"光氧化还原催化 的关键结论有哪些？","• 光氧化还原 = 可见光 + 光催化剂 + SET
• 还原淬灭产生 PC•⁻（强还原剂），氧化淬灭产生 PC•⁺（强氧化剂）
• Ru(bpy)₃²⁺ 和 Ir(ppy)₃ 是最常用的两种光催化剂
• 双催化是光氧化还原的前沿方向：光催化 + 金属/有机催化协同
• 识别标志：反应条件中出现 hv + Ru/Ir/曙红Y → 立刻想到 SET 机理

---","有机化学 光化学 光氧化还原催化 rc_30d 化竞 光氧化还原 光催化 单电子转移","Chem::Core","[[光氧化还原催化]]","30d","总结卡","光氧化还原催化：利用可见光激发的光催化剂（如 Ru(bpy)₃²⁺、Ir(ppy)₃ 等）通过单电子转移（SET）引发或促进有机反应的催化方法。反应中光催化剂吸收光子进入激发态，随后与底物发生电子转移，生成自由基或自由基离子中间体。"
"光氧化还原催化 有哪些常见易错点？","• ❌ 光氧化还原和光化学是一回事 → 光氧化还原是催化剂吸光+SET，有机光化学是底物直接激发
• ❌ 还原淬灭是底物被还原 → 还原淬灭是激发态被还原（接受电子），然后还原剂（PC•⁻）再去还原底物
• ❌ 所有光催化剂都一样 → Ru(bpy)₃²⁺ 和 Ir(ppy)₃ 的电位不同，适用底物不同
• ❌ 光氧化还原不需要除氧 → 氧气是三线态淬灭剂，必须除氧
• ❌ 光氧化还原是极性机理 → 是 SET（单电子转移） 机理，不是极性机理

---","有机化学 光化学 光氧化还原催化 rc_30d 化竞 光氧化还原 光催化 单电子转移","Chem::Core","[[光氧化还原催化]]","30d","易错点卡","光氧化还原催化：利用可见光激发的光催化剂（如 Ru(bpy)₃²⁺、Ir(ppy)₃ 等）通过单电子转移（SET）引发或促进有机反应的催化方法。反应中光催化剂吸收光子进入激发态，随后与底物发生电子转移，生成自由基或自由基离子中间体。"
"什么是全合成？","全合成是指从简单、易得的原料出发，通过多步有机反应构建复杂目标分子（通常是天然产物）的完整合成路线。CChO 决赛中的全合成题目不仅考察反应知识，更考察逆合成分析能力、路线设计逻辑和对复杂立体化学的控制。","有机化学 有机合成 全合成 rc_30d 化竞 天然产物 决赛要求","Chem::Core","[[全合成]]","30d","概念卡","关键结论：
• [待补充]"
"全合成 的关键结论有哪些？","• [待补充]","有机化学 有机合成 全合成 rc_30d 化竞 天然产物 决赛要求","Chem::Core","[[全合成]]","30d","总结卡","全合成是指从简单、易得的原料出发，通过多步有机反应构建复杂目标分子（通常是天然产物）的完整合成路线。CChO 决赛中的全合成题目不仅考察反应知识，更考察逆合成分析能力、路线设计逻辑和对复杂立体化学的控制。"
"全合成 有哪些常见易错点？","• [待补充]","有机化学 有机合成 全合成 rc_30d 化竞 天然产物 决赛要求","Chem::Core","[[全合成]]","30d","易错点卡","全合成是指从简单、易得的原料出发，通过多步有机反应构建复杂目标分子（通常是天然产物）的完整合成路线。CChO 决赛中的全合成题目不仅考察反应知识，更考察逆合成分析能力、路线设计逻辑和对复杂立体化学的控制。"
